column_a,akaka_amdt_no_2034,akaka_amdt_no_2049,alexander_amdt_no_2153,alexander_amdt_no_2191,ayotte_amdt_no_2192,ayotte_amdt_no_3245,baucus_amdt_no_1825,bingaman_amdt_no_1759,bingaman_amdt_no_2111,bingaman_amdt_no_3344,boozman_amdt_no_2360_as_modified,boxer_amdt_no_1816,boxer_amdt_no_2456,brown_oh_amdt_no_1481_as_modified,brown_oh_amdt_no_2445,cantwell_amdt_no_2370,cardin_amdt_no_3025,casey_amdt_no_2042,casey_amdt_no_2238,chambliss_amdt_no_2438,coats_amdt_no_1517,coats_amdt_no_3391,coburn_amdt_no_1473,coburn_amdt_no_1738,coburn_amdt_no_2061_as_modified,coburn_amdt_no_2214,coburn_amdt_no_2289,coburn_amdt_no_2293,coburn_amdt_no_2439,coburn_amdt_no_2771,coburn_amdt_no_3368,coburn_amdt_no_3370_div_ii,coburn_amdt_no_3371,coburn_amdt_no_3382,collins_amdt_no_1660,conference_report_to_accompany_h_r_3630,conference_report_to_accompany_h_r_4348,conference_report_to_accompany_h_r_658,confirmation_adalberto_jose_jordan_of_florida_to_be_u_s_circuit_judge_for_the_eleventh_circuit,confirmation_brian_c_wimes_of_missouri_to_be_u_s_district_judge_for_the_eastern_and_western_districts_of_missouri,confirmation_carol_j_galante_of_california_to_be_an_assistant_seceretary_of_housing_and_urban_development,confirmation_cathy_ann_bencivengo_of_california_to_be_u_s_district_judge,confirmation_david_nuffer_of_utah_to_be_united_states_district_judge_for_the_district_of_utah,confirmation_gershwin_a_drain_of_michigan_to_be_u_s_district_judge_for_the_eastern_district_of_michigan,confirmation_gina_marie_groh_of_west_virginia_to_be_u_s_district_judge,confirmation_gregg_jeffrey_costa_of_texas_to_be_u_s_district_judge_for_the_southern_district_of_texas,confirmation_jacqueline_h_nguyen_of_california_to_be_u_s_circuit_judge_for_the_ninth_circuit,confirmation_jeffrey_j_helmick_of_ohio_to_be_u_s_district_judge,confirmation_jesse_m_furman_of_new_york_to_be_united_states_district_judge,confirmation_john_e_dowdell_of_oklahoma_to_be_u_s_district_judge,confirmation_john_j_tharp_jr_of_illinois_to_be_united_states_district_judge_for_the_northern_district_of_illinois,confirmation_john_m_gerrard_of_nebraska_to_be_u_s_district_judge_for_the_district_of_nebraska,confirmation_john_thomas_fowlkes_jr_of_tennessee_to_be_u_s_district_judge_for_the_western_district_of_tennessee,confirmation_kevin_mcnulty_of_new_jersey_to_be_u_s_district_judge_for_the_district_of_new_jersey,confirmation_lorna_g_schofield_of_new_york_to_be_u_s_district_judge,confirmation_margo_kitsy_brodie_of_new_york_to_be_u_s_district_judge_for_the_eastern_district_of_new_york,confirmation_mark_e_walker_of_florida_to_be_u_s_district_judge_for_the_northern_district_of_florida,confirmation_mary_elizabeth_phillips_of_missouri_to_be_u_s_district_judge,confirmation_mary_geiger_lewis_of_south_carolina_to_be_u_s_district_judge_for_the_district_of_south_carolina,confirmation_michael_a_shipp_of_new_jersey_to_be_u_s_district_judge_for_the_district_of_new_jersey,confirmation_michael_p_shea_of_connecticut_to_be_u_s_district_judge,confirmation_michael_walter_fitzgerald_of_california_to_be_u_s_district_judge,confirmation_miranda_du_of_nevada_to_be_u_s_district_judge,confirmation_paul_j_watford_of_california_to_be_united_states_circuit_judge_for_the_ninth_circuit,confirmation_paul_william_grimm_of_md_to_be_u_s_district_judge,confirmation_robin_s_rosenbaum_of_florida_to_be_u_s_district_judge_for_the_southern_district_of_florida,confirmation_ronnie_abrams_of_new_york_to_be_u_s_district_judge_for_the_southern_district_of_new_york,confirmation_stephanie_dawn_thacker_of_west_virginia_to_be_u_s_circuit_judge_for_the_fourth_circuit,confirmation_stephanie_marie_rose_of_iowa_to_be_u_s_district_judge,confirmation_susie_morgan_of_louisiana_to_be_u_s_district_judge,confirmation_thomas_owen_rice_of_washington_to_be_u_s_district_judge,confirmation_timothy_s_hillman_of_massachusetts_to_be_u_s_district_judge,confirmation_william_joseph_baer_of_maryland_to_be_an_assistant_attorney_general,corker_amdt_no_2083,corker_amdt_no_2102,cornyn_amdt_no_2086,cornyn_amdt_no_3158,demint_amdt_no_1488,demint_amdt_no_1589,demint_amdt_no_1756,demint_amdt_no_2046,demint_amdt_no_2263,demint_amdt_no_2268,demint_amdt_no_2273,demint_amdt_no_2276,feinstein_amdt_no_2309,feinstein_amdt_no_3018,gillibrand_amdt_no_2156_as_modified,gillibrand_amdt_no_3058_as_modified,grassley_amdt_no_1493,grassley_amdt_no_2167,h_r_6156,h_j_res_117,h_r_1_as_amended,h_r_2072,h_r_3606_as_amended,h_r_5949,h_r_8_as_amended,hagan_amdt_no_3095,hatch_mcconnell_amdt_no_2573,hoeven_amdt_no_1537,hutchison_amdt_no_2095,inhofe_amdt_no_1500,jeremy_c_stein_of_ma_to_be_a_member_of_the_board_of_governors_of_the_federal_reserve_system,jerome_h_powell_of_maryland_to_be_a_member_of_the_board_of_governors_of_the_federal_reserve_system,johanns_amdt_no_2372,johnson_wi_motion_to_recommit_with_instructions,kerry_amdt_no_2454,klobuchar_amdt_no_2094,kyl_amdt_no_2354,leahy_amdt_no_2955,leahy_amdt_no_3437,lee_amdt_no_2100,lee_amdt_no_2313,lee_amdt_no_2314,lee_motion_to_recommit_with_instructions,lieberman_amdt_no_1511,manchin_amdt_no_2079,mccain_amdt_no_2033,mccain_amdt_no_2107,mccain_amdt_no_3262_as_modified,mccain_amdt_no_3355,menendez_amdt_no_1782,menendez_amdt_no_3232,merkley_amdt_no_1884,merkley_amdt_no_2382,merkley_amdt_no_3096_as_modified,merkley_amdt_no_3435,motion_to_concur_in_the_house_amendment_to_accompany_s_3187,motion_to_invoke_cloture_andrew_david_hurwitz_of_arizona_to_be_u_s_circuit_judge_for_the_ninth_circuit,motion_to_invoke_cloture_re_landrieu_amdt_no_2521,motion_to_invoke_cloture_on_h_j_res_117,motion_to_invoke_cloture_on_h_r_3606,motion_to_invoke_cloture_on_s_2237,motion_to_invoke_cloture_on_s_3414,motion_to_invoke_cloture_on_s_2204,motion_to_invoke_cloture_on_s_3254,motion_to_invoke_cloture_on_s_3525,motion_to_invoke_cloture_on_the_cantwell_amdt_no_1836,motion_to_invoke_cloture_on_the_motion_to_concur_in_the_house_amendment_to_s_3187,motion_to_invoke_cloture_on_the_motion_to_concur_in_the_house_amendment_to_s_2038,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2038,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2230,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2343,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_3220,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_1789,motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_2204,motion_to_invoke_cloture_on_the_motion_to_proceed_to_h_j_res_117,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_1813,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_1940,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_2237,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3240,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3364,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3414,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3457,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3525,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3637,motion_to_invoke_cloture_on_the_motion_to_proceed_to_s_3369,motion_to_invoke_cloture_on_the_nomination_of_adalberto_jose_jordan_of_florida_to_be_u_s_circuit_judge,motion_to_invoke_cloture_on_the_nomination_of_robert_e_bacharach_of_oklahoma_to_be_united_states_circuit_judge_for_the_10th_circuit,motion_to_invoke_cloture_on_the_reed_amdt_no_1833,motion_to_invoke_cloture_on_the_reid_amdt_no_1761_to_s_1813,motion_to_invoke_cloture_on_the_reid_amdt_no_1633,motion_to_proceed_to_consider_h_con_res_112,motion_to_proceed_to_consider_h_j_res_98,motion_to_proceed_to_consider_s_con_res_41,motion_to_proceed_to_consider_s_j_res_36,motion_to_proceed_to_consider_s_j_res_37,motion_to_proceed_to_consider_s_3457,motion_to_proceed_to_consider_s_con_res_37,motion_to_proceed_to_consider_s_con_res_42,motion_to_proceed_to_consider_s_con_res_44,motion_to_proceed_to_executive_session_to_consider_treaty_doc_112_7,motion_to_proceed_to_h_j_res_117,motion_to_proceed_to_s_3525,motion_to_table_amdt_no_2392,motion_to_table_amdt_no_2393,motion_to_table_blunt_amdt_no_1520,motion_to_table_durbin_amdt_no_2127,motion_to_table_paul_amdt_no_2143,motion_to_table_reid_amdt_no_2524,motion_to_waive_all_applicable_budgetary_disciple_re_paul_amdt_no_1556,motion_to_waive_all_applicable_budgetary_discipline,motion_to_waive_all_applicable_budgetary_discipline_re_amdt_no_2000_as_modified,motion_to_waive_all_applicable_budgetary_discipline_re_amdt_no_2789,motion_to_waive_all_applicable_budgetary_discipline_re_merkley_amdt_no_3367_as_modified_further,motion_to_waive_all_applicable_budgetary_discipline_re_s_1813,motion_to_waive_all_applicable_budgetary_discipline_re_s_3637,motion_to_waive_all_applicable_budgetary_discipline_re_tester_amdt_no_3350,motion_to_waive_all_applicable_budgetary_provisions_re_corker_amdt_no_1785_as_modified,motion_to_waive_paragraph_3_of_rule_28,motion_to_waive_paragraph_9_of_rule_28,motion_to_waive_sec_302_f_of_the_cba,motion_to_waive_all_applicable_budgetary_discipline_re_amdt_no_2875,murkowski_amdt_no_2108,nelson_fl_amdt_no_1822,paul_amdt_no_1484,paul_amdt_no_1487,paul_amdt_no_2025,paul_amdt_no_2028,paul_amdt_no_2039,paul_amdt_no_2101,paul_amdt_no_2181,paul_amdt_no_3376,paul_amdt_no_3410,paul_amdt_no_3436,portman_amdt_no_1736,portman_amdt_no_1742,resolution_of_ratification_treaty_doc_112_7,roberts_amdt_no_1826_as_modified,rubio_amdt_no_2166,s_1789_as_amended,s_1813_as_amended,s_1925_as_amended,s_2038_as_amended,s_2343,s_3187_as_amended,s_3240_as_amended,s_3254_as_amended,s_3412,s_3576,s_j_res_41,sanders_amdt_no_2109,sanders_amdt_no_2310,sessions_amdt_no_2172,sessions_amdt_no_2174,shelby_amdt_no_1491_as_modified,snowe_amdt_no_2190_as_modified,stabenow_amdt_no_1812_as_modified,thune_amdt_no_2437,toomey_amdt_no_1472,toomey_amdt_no_2104,toomey_amdt_no_2217,toomey_amdt_no_2226,toomey_amdt_no_2247,toomey_amdt_no_2433,udall_co_amdt_no_2295,udall_co_amdt_no_2985,udall_nm_amdt_no_2043,upon_reconsideration_motion_to_invoke_cloture_on_s_3414,upon_reconsideration_motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_1789,upon_reconsideration_motion_to_invoke_cloture_on_the_motion_to_proceed_to_consider_s_3369,upon_reconsideration_motion_to_invoke_cloture_on_the_nomination_of_mari_carmen_aponte_to_be_ambassador_to_the_republic_of_el_salvador,vitter_amdt_no_1535,vitter_amdt_no_2103,vitter_amdt_no_2363_as_modified,wyden_amdt_no_1817,wyden_amdt_no_3439,name,party
59,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,Joe Lieberman,ID
60,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,Richard Lugar,R
61,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,Joe Manchin,D
62,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,2,0,0,0,1,2,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,2,John McCain,R
63,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,2,0,1,0,0,2,2,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,Claire McCaskill,D
64,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,Mitch McConnell,R
65,1,1,0,0,0,0,1,1,0,1,0,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,Robert Menendez,D
66,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,Jeff Merkley,D
67,1,1,0,0,0,0,0,1,2,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,2,0,0,1,1,0,1,0,0,2,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,Barbara Mikulski,D
68,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,2,1,2,1,1,1,0,0,1,2,1,1,1,2,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,2,1,0,2,0,1,2,0,0,1,1,0,1,1,1,0,0,0,1,1,0,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,2,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,Jerry Moran,R
69,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,2,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,2,1,2,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,Lisa Murkowski,R
70,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,Patty Murray,D
71,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,Bill Nelson,D
72,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,E. Nelson,D
73,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,0,1,0,1,1,1,0,0,1,2,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,2,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,Rand Paul,R
74,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,1,1,1,1,2,1,1,2,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,Rob Portman,R
